2017-07-27 18:51:04,923 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742205_1381, duration(ns): 311877251
2017-07-27 18:51:08,274 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742216_1392, duration(ns): 279614262
2017-07-27 18:51:08,593 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742217_1393, duration(ns): 312474609
2017-07-27 18:51:08,897 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742218_1394, duration(ns): 297495850
2017-07-27 18:51:09,179 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742219_1395, duration(ns): 275266807
2017-07-27 18:51:09,466 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742220_1396, duration(ns): 280891571
2017-07-27 18:51:09,753 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742221_1397, duration(ns): 279114873
2017-07-27 18:51:10,041 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742222_1398, duration(ns): 281467701
2017-07-27 18:51:10,332 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742223_1399, duration(ns): 285227004
2017-07-27 18:51:10,621 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742224_1400, duration(ns): 282259080
2017-07-27 18:51:10,913 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742225_1401, duration(ns): 282302718
2017-07-27 18:51:11,198 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742226_1402, duration(ns): 279458447
2017-07-27 18:51:11,493 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742227_1403, duration(ns): 287994645
2017-07-27 18:51:11,777 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742228_1404, duration(ns): 277664377
2017-07-27 18:51:12,068 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742229_1405, duration(ns): 284663849
2017-07-27 18:51:12,355 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742230_1406, duration(ns): 280557534
2017-07-27 18:51:12,648 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742231_1407, duration(ns): 286598800
2017-07-27 18:51:12,945 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742232_1408, duration(ns): 290389614
2017-07-27 18:51:13,234 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742233_1409, duration(ns): 282624736
2017-07-27 18:51:13,524 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742234_1410, duration(ns): 283994795
2017-07-27 18:51:13,833 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742235_1411, duration(ns): 299193670
2017-07-27 18:51:14,123 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742236_1412, duration(ns): 284397686
2017-07-27 18:51:14,449 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742237_1413, duration(ns): 319571692
2017-07-27 18:51:14,769 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742238_1414, duration(ns): 313021778
2017-07-27 18:51:15,087 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742239_1415, duration(ns): 310040542
2017-07-27 18:51:15,382 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742240_1416, duration(ns): 288490819
2017-07-27 18:51:15,664 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742241_1417, duration(ns): 274725445
2017-07-27 18:51:15,949 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742242_1418, duration(ns): 279667247
2017-07-27 18:51:16,233 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742243_1419, duration(ns): 276273084
2017-07-27 18:51:16,519 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742244_1420, duration(ns): 280025550
2017-07-27 18:51:16,809 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742245_1421, duration(ns): 280694670
2017-07-27 18:51:17,094 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742246_1422, duration(ns): 279805133
2017-07-27 18:51:17,377 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742247_1423, duration(ns): 277028176
2017-07-27 18:51:17,666 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742248_1424, duration(ns): 282426681
2017-07-27 18:51:17,953 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742249_1425, duration(ns): 280299989
2017-07-27 18:51:18,240 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742250_1426, duration(ns): 280496954
2017-07-27 18:51:18,523 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742251_1427, duration(ns): 276087836
2017-07-27 18:51:18,808 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742252_1428, duration(ns): 279297469
2017-07-27 18:51:19,096 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742253_1429, duration(ns): 281269122
2017-07-27 18:51:19,381 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742254_1430, duration(ns): 281200090
2017-07-27 18:51:19,669 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742255_1431, duration(ns): 278179609
2017-07-27 18:51:19,955 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742256_1432, duration(ns): 280615326
2017-07-27 18:51:20,240 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742257_1433, duration(ns): 278155628
2017-07-27 18:51:20,527 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742258_1434, duration(ns): 280697321
2017-07-27 18:51:20,811 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742259_1435, duration(ns): 278084121
2017-07-27 18:51:21,106 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742260_1436, duration(ns): 289257419
2017-07-27 18:51:21,435 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742261_1437, duration(ns): 322777799
2017-07-27 18:51:21,786 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742262_1438, duration(ns): 343093627
2017-07-27 18:51:22,159 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742263_1439, duration(ns): 365671241
2017-07-27 18:51:22,482 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742264_1440, duration(ns): 315076159
2017-07-27 18:51:22,810 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742265_1441, duration(ns): 317208645
2017-07-27 18:51:23,105 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742266_1442, duration(ns): 289093007
2017-07-27 18:51:23,391 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47714, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_827708685_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073742267_1443, duration(ns): 280196163
