2017-07-31 14:58:30,774 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744528_3704, duration: 451926228
2017-07-31 14:58:37,409 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744542_3718, duration: 472827619
2017-07-31 14:58:37,867 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744543_3719, duration: 453845720
2017-07-31 14:58:38,357 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744544_3720, duration: 471391374
2017-07-31 14:58:38,823 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744545_3721, duration: 450360630
2017-07-31 14:58:39,285 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744546_3722, duration: 441713035
2017-07-31 14:58:39,714 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744547_3723, duration: 424293172
2017-07-31 14:58:40,177 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744548_3724, duration: 441750883
2017-07-31 14:58:40,627 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744549_3725, duration: 445316643
2017-07-31 14:58:41,154 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744550_3726, duration: 511463419
2017-07-31 14:58:41,605 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744551_3727, duration: 443163400
2017-07-31 14:58:42,075 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744552_3728, duration: 449456210
2017-07-31 14:58:42,512 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744553_3729, duration: 432037957
2017-07-31 14:58:42,986 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744554_3730, duration: 452194643
2017-07-31 14:58:43,458 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744555_3731, duration: 468016269
2017-07-31 14:58:43,963 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744556_3732, duration: 488552891
2017-07-31 14:58:44,435 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744557_3733, duration: 467390775
2017-07-31 14:58:44,942 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744558_3734, duration: 484198582
2017-07-31 14:58:45,414 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744559_3735, duration: 468480389
2017-07-31 14:58:45,920 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744560_3736, duration: 487452399
2017-07-31 14:58:46,454 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744561_3737, duration: 517624382
2017-07-31 14:58:46,966 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744562_3738, duration: 492298126
2017-07-31 14:58:47,482 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744563_3739, duration: 495549236
2017-07-31 14:58:47,997 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744564_3740, duration: 498962451
2017-07-31 14:58:48,506 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744565_3741, duration: 486874635
2017-07-31 14:58:48,951 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744566_3742, duration: 440827693
2017-07-31 14:58:49,421 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744567_3743, duration: 452323415
2017-07-31 14:58:49,900 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744568_3744, duration: 460408339
2017-07-31 14:58:50,380 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744569_3745, duration: 461708507
2017-07-31 14:58:50,825 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744570_3746, duration: 440950983
2017-07-31 14:58:51,304 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744571_3747, duration: 460979829
2017-07-31 14:58:51,799 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744572_3748, duration: 459363583
2017-07-31 14:58:52,313 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744573_3749, duration: 495587332
2017-07-31 14:58:52,795 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744574_3750, duration: 478363530
2017-07-31 14:58:53,302 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744575_3751, duration: 493712380
2017-07-31 14:58:53,817 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744576_3752, duration: 495630941
2017-07-31 14:58:54,289 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744577_3753, duration: 467535535
2017-07-31 14:58:54,794 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744578_3754, duration: 481786936
2017-07-31 14:58:55,266 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744579_3755, duration: 468493078
2017-07-31 14:58:55,776 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744580_3756, duration: 489231190
2017-07-31 14:58:56,247 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744581_3757, duration: 466357745
2017-07-31 14:58:56,744 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744582_3758, duration: 482474397
2017-07-31 14:58:57,204 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744583_3759, duration: 446845956
2017-07-31 14:58:57,665 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744584_3760, duration: 446121260
2017-07-31 14:58:58,132 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744585_3761, duration: 451005572
2017-07-31 14:58:58,623 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744586_3762, duration: 469827250
2017-07-31 14:58:59,105 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744587_3763, duration: 465292717
2017-07-31 14:58:59,596 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744588_3764, duration: 469080280
2017-07-31 14:59:00,042 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744589_3765, duration: 441193462
2017-07-31 14:59:00,496 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:50010, dest: /192.168.50.14:49180, bytes: 67633152, op: HDFS_READ, cliID: DFSClient_attempt_1501482620959_0003_m_000000_0_-207656670_1, offset: 0, srvID: 005a061e-877e-4c37-982a-2a773c6c1938, blockid: BP-1722554540-192.168.50.7-1501479908084:blk_1073744590_3766, duration: 436465345
