2017-07-27 15:06:41,093 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741889_1065, duration(ns): 307127067
2017-07-27 15:06:44,307 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741900_1076, duration(ns): 276499447
2017-07-27 15:06:44,596 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741901_1077, duration(ns): 284008429
2017-07-27 15:06:44,877 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741902_1078, duration(ns): 276526496
2017-07-27 15:06:45,161 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741903_1079, duration(ns): 278944336
2017-07-27 15:06:45,444 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741904_1080, duration(ns): 278786352
2017-07-27 15:06:45,748 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741905_1081, duration(ns): 298889983
2017-07-27 15:06:46,034 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741906_1082, duration(ns): 280607659
2017-07-27 15:06:46,320 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741907_1083, duration(ns): 281004682
2017-07-27 15:06:46,602 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741908_1084, duration(ns): 277220512
2017-07-27 15:06:46,893 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741909_1085, duration(ns): 283377623
2017-07-27 15:06:47,176 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741910_1086, duration(ns): 277154616
2017-07-27 15:06:47,464 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741911_1087, duration(ns): 282392785
2017-07-27 15:06:47,740 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741912_1088, duration(ns): 272098121
2017-07-27 15:06:48,027 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741913_1089, duration(ns): 281245624
2017-07-27 15:06:48,307 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741914_1090, duration(ns): 274818048
2017-07-27 15:06:48,591 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741915_1091, duration(ns): 278861422
2017-07-27 15:06:48,872 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741916_1092, duration(ns): 275621198
2017-07-27 15:06:49,161 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741917_1093, duration(ns): 285616295
2017-07-27 15:06:49,443 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741918_1094, duration(ns): 277609740
2017-07-27 15:06:49,759 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741919_1095, duration(ns): 305749345
2017-07-27 15:06:50,060 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741920_1096, duration(ns): 295669373
2017-07-27 15:06:50,350 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741921_1097, duration(ns): 284473780
2017-07-27 15:06:50,629 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741922_1098, duration(ns): 273883082
2017-07-27 15:06:50,920 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741923_1099, duration(ns): 286220113
2017-07-27 15:06:51,224 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741924_1100, duration(ns): 298747099
2017-07-27 15:06:51,511 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741925_1101, duration(ns): 282035162
2017-07-27 15:06:51,787 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741926_1102, duration(ns): 272258838
2017-07-27 15:06:52,072 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741927_1103, duration(ns): 279085386
2017-07-27 15:06:52,347 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741928_1104, duration(ns): 270147460
2017-07-27 15:06:52,636 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741929_1105, duration(ns): 280260289
2017-07-27 15:06:52,912 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741930_1106, duration(ns): 271929529
2017-07-27 15:06:53,199 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741931_1107, duration(ns): 283691406
2017-07-27 15:06:53,483 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741932_1108, duration(ns): 278474592
2017-07-27 15:06:53,772 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741933_1109, duration(ns): 283802972
2017-07-27 15:06:54,049 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741934_1110, duration(ns): 271756793
2017-07-27 15:06:54,336 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741935_1111, duration(ns): 283077421
2017-07-27 15:06:54,610 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741936_1112, duration(ns): 268410304
2017-07-27 15:06:54,898 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741937_1113, duration(ns): 282237152
2017-07-27 15:06:55,179 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741938_1114, duration(ns): 276438726
2017-07-27 15:06:55,470 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741939_1115, duration(ns): 281407284
2017-07-27 15:06:55,754 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741940_1116, duration(ns): 279959074
2017-07-27 15:06:56,042 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741941_1117, duration(ns): 282099563
2017-07-27 15:06:56,326 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741942_1118, duration(ns): 279461746
2017-07-27 15:06:56,610 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741943_1119, duration(ns): 279864943
2017-07-27 15:06:56,889 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741944_1120, duration(ns): 273089802
2017-07-27 15:06:57,205 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741945_1121, duration(ns): 312127331
2017-07-27 15:06:57,516 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741946_1122, duration(ns): 303896437
2017-07-27 15:06:57,837 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741947_1123, duration(ns): 314682338
2017-07-27 15:06:58,147 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741948_1124, duration(ns): 304675399
2017-07-27 15:06:58,467 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741949_1125, duration(ns): 309991393
2017-07-27 15:06:58,747 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741950_1126, duration(ns): 274599926
2017-07-27 15:06:59,030 DEBUG org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /192.168.50.14:9866, dest: /192.168.50.14:47024, bytes: 676331520, op: HDFS_READ, cliID: DFSClient_NONMAPREDUCE_-1943227127_1, offset: 0, srvID: 7ab73c7d-a782-4388-bdf6-0b7b79b13ca9, blockid: BP-1486068274-192.168.50.7-1501068641236:blk_1073741951_1127, duration(ns): 277594370
